"winner_name","loser_name","surface","year","period"
"Thiem D.","Murray A.","Hard",2019,"2017-19"
"Tsitsipas S.","Isner J.","Hard",2019,"2017-19"
"Thiem D.","Khachanov K.","Hard",2019,"2017-19"
"Tsitsipas S.","Zverev A.","Hard",2019,"2017-19"
"Thiem D.","Tsitsipas S.","Hard",2019,"2017-19"
"Shapovalov D.","Kecmanovic M.","Hard",2019,"2017-19"
"Goffin D.","Carreno Busta P.","Hard",2019,"2017-19"
"Goffin D.","Shapovalov D.","Hard",2019,"2017-19"
"Djokovic N.","Goffin D.","Hard",2019,"2017-19"
"Fritz T.","Verdasco F.","Hard",2019,"2017-19"
"Norrie C.","Simon G.","Hard",2019,"2017-19"
"Ramos-Vinolas A.","Cilic M.","Hard",2019,"2017-19"
"Shapovalov D.","Tiafoe F.","Hard",2019,"2017-19"
"Monfils G.","Sonego L.","Hard",2019,"2017-19"
"Rublev A.","Coric B.","Hard",2019,"2017-19"
"Isner J.","De Minaur A.","Hard",2019,"2017-19"
"Goffin D.","Gasquet R.","Hard",2019,"2017-19"
"Hurkacz H.","Monfils G.","Hard",2019,"2017-19"
"Federer R.","Ramos-Vinolas A.","Hard",2019,"2017-19"
"Fognini F.","Murray A.","Hard",2019,"2017-19"
"Medvedev D.","Norrie C.","Hard",2019,"2017-19"
"Tsitsipas S.","Auger-Aliassime F.","Hard",2019,"2017-19"
"Khachanov K.","Fritz T.","Hard",2019,"2017-19"
"Zverev A.","Chardy J.","Hard",2019,"2017-19"
"Djokovic N.","Shapovalov D.","Hard",2019,"2017-19"
"Thiem D.","Carreno Busta P.","Hard",2019,"2017-19"
"Fognini F.","Khachanov K.","Hard",2019,"2017-19"
"Djokovic N.","Isner J.","Hard",2019,"2017-19"
"Tsitsipas S.","Hurkacz H.","Hard",2019,"2017-19"
"Federer R.","Goffin D.","Hard",2019,"2017-19"
"Zverev A.","Rublev A.","Hard",2019,"2017-19"
"Medvedev D.","Fognini F.","Hard",2019,"2017-19"
"Tsitsipas S.","Djokovic N.","Hard",2019,"2017-19"
"Zverev A.","Federer R.","Hard",2019,"2017-19"
"Medvedev D.","Tsitsipas S.","Hard",2019,"2017-19"
"Medvedev D.","Zverev A.","Hard",2019,"2017-19"
"Lopez F.","Norrie C.","Hard",2019,"2017-19"
"Wawrinka S.","Lopez F.","Hard",2019,"2017-19"
"Tiafoe F.","Struff J.L.","Hard",2019,"2017-19"
"Sinner J.","Monfils G.","Hard",2019,"2017-19"
"Sinner J.","Tiafoe F.","Hard",2019,"2017-19"
"Wawrinka S.","Simon G.","Hard",2019,"2017-19"
"Wawrinka S.","Sinner J.","Hard",2019,"2017-19"
"Murray A.","Wawrinka S.","Hard",2019,"2017-19"
"Rublev A.","Bublik A.","Hard",2019,"2017-19"
"Chardy J.","Kecmanovic M.","Hard",2019,"2017-19"
"Mannarino A.","Lajovic D.","Hard",2019,"2017-19"
"Cilic M.","Chardy J.","Hard",2019,"2017-19"
"Rublev A.","Cilic M.","Hard",2019,"2017-19"
"Rublev A.","Mannarino A.","Hard",2019,"2017-19"
"Struff J.L.","Kecmanovic M.","Hard",2019,"2017-19"
"Fritz T.","Zverev A.","Hard",2019,"2017-19"
"Tsitsipas S.","Ramos-Vinolas A.","Hard",2019,"2017-19"
"Goffin D.","Cilic M.","Hard",2019,"2017-19"
"De Minaur A.","Fritz T.","Hard",2019,"2017-19"
"Bautista Agut R.","Gasquet R.","Hard",2019,"2017-19"
"Wawrinka S.","Tiafoe F.","Hard",2019,"2017-19"
"De Minaur A.","Struff J.L.","Hard",2019,"2017-19"
"Federer R.","Tsitsipas S.","Hard",2019,"2017-19"
"Federer R.","De Minaur A.","Hard",2019,"2017-19"
"Khachanov K.","Hurkacz H.","Hard",2019,"2017-19"
"Simon G.","Lopez F.","Hard",2019,"2017-19"
"Carreno Busta P.","Shapovalov D.","Hard",2019,"2017-19"
"Rublev A.","Bublik A.","Hard",2019,"2017-19"
"Thiem D.","Verdasco F.","Hard",2019,"2017-19"
"Monfils G.","Sinner J.","Hard",2019,"2017-19"
"Schwartzman D.","Khachanov K.","Hard",2019,"2017-19"
"Schwartzman D.","Monfils G.","Hard",2019,"2017-19"
"Thiem D.","Schwartzman D.","Hard",2019,"2017-19"
"Cilic M.","Hurkacz H.","Hard",2019,"2017-19"
"Verdasco F.","Coric B.","Hard",2019,"2017-19"
"Raonic M.","Norrie C.","Hard",2019,"2017-19"
"Mannarino A.","Ruud C.","Hard",2019,"2017-19"
"Fritz T.","Tiafoe F.","Hard",2019,"2017-19"
"Struff J.L.","Khachanov K.","Hard",2019,"2017-19"
"Chardy J.","Medvedev D.","Hard",2019,"2017-19"
"Zverev A.","Verdasco F.","Hard",2019,"2017-19"
"Thiem D.","Raonic M.","Hard",2019,"2017-19"
"Shapovalov D.","Fognini F.","Hard",2019,"2017-19"
"Tsitsipas S.","Fritz T.","Hard",2019,"2017-19"
"Dimitrov G.","Goffin D.","Hard",2019,"2017-19"
"De Minaur A.","Bautista Agut R.","Hard",2019,"2017-19"
"Monfils G.","Paire B.","Hard",2019,"2017-19"
"Wawrinka S.","Cilic M.","Hard",2019,"2017-19"
"Nadal R.","Mannarino A.","Hard",2019,"2017-19"
"Dimitrov G.","Thiem D.","Hard",2019,"2017-19"
"Tsitsipas S.","De Minaur A.","Hard",2019,"2017-19"
"Shapovalov D.","Zverev A.","Hard",2019,"2017-19"
"Nadal R.","Wawrinka S.","Hard",2019,"2017-19"
"Djokovic N.","Tsitsipas S.","Hard",2019,"2017-19"
"Shapovalov D.","Monfils G.","Hard",2019,"2017-19"
"Djokovic N.","Dimitrov G.","Hard",2019,"2017-19"
"Djokovic N.","Shapovalov D.","Hard",2019,"2017-19"
"Thiem D.","Federer R.","Hard",2019,"2017-19"
"Tsitsipas S.","Medvedev D.","Hard",2019,"2017-19"
"Zverev A.","Nadal R.","Hard",2019,"2017-19"
"Thiem D.","Djokovic N.","Hard",2019,"2017-19"
"Nadal R.","Medvedev D.","Hard",2019,"2017-19"
"Tsitsipas S.","Zverev A.","Hard",2019,"2017-19"
"Federer R.","Djokovic N.","Hard",2019,"2017-19"
"Nadal R.","Tsitsipas S.","Hard",2019,"2017-19"
"Zverev A.","Medvedev D.","Hard",2019,"2017-19"
"Tsitsipas S.","Federer R.","Hard",2019,"2017-19"
"Thiem D.","Zverev A.","Hard",2019,"2017-19"
"Tsitsipas S.","Thiem D.","Hard",2019,"2017-19"
"Bublik A.","Mannarino A.","Hard",2020,"2020-22"
"Wawrinka S.","Chardy J.","Hard",2020,"2020-22"
"Rublev A.","Kecmanovic M.","Hard",2020,"2020-22"
"Bublik A.","Fritz T.","Hard",2020,"2020-22"
"Chardy J.","Simon G.","Hard",2020,"2020-22"
"Carreno Busta P.","Chardy J.","Hard",2020,"2020-22"
"Paul T.","Ramos-Vinolas A.","Hard",2020,"2020-22"
"Rublev A.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Hurkacz H.","Sonego L.","Hard",2020,"2020-22"
"Paire B.","Sinner J.","Hard",2020,"2020-22"
"Lopez F.","Fognini F.","Hard",2020,"2020-22"
"Hurkacz H.","Lopez F.","Hard",2020,"2020-22"
"Paire B.","Hurkacz H.","Hard",2020,"2020-22"
"Federer R.","Johnson S.","Hard",2020,"2020-22"
"Djokovic N.","Struff J.L.","Hard",2020,"2020-22"
"Bautista Agut R.","Lopez F.","Hard",2020,"2020-22"
"Thiem D.","Mannarino A.","Hard",2020,"2020-22"
"Medvedev D.","Tiafoe F.","Hard",2020,"2020-22"
"Goffin D.","Chardy J.","Hard",2020,"2020-22"
"Cilic M.","Paire B.","Hard",2020,"2020-22"
"Paul T.","Dimitrov G.","Hard",2020,"2020-22"
"Fritz T.","Anderson K.","Hard",2020,"2020-22"
"Schwartzman D.","Lajovic D.","Hard",2020,"2020-22"
"Cilic M.","Bautista Agut R.","Hard",2020,"2020-22"
"Raonic M.","Tsitsipas S.","Hard",2020,"2020-22"
"Thiem D.","Fritz T.","Hard",2020,"2020-22"
"Rublev A.","Goffin D.","Hard",2020,"2020-22"
"Nadal R.","Carreno Busta P.","Hard",2020,"2020-22"
"Zverev A.","Verdasco F.","Hard",2020,"2020-22"
"Raonic M.","Cilic M.","Hard",2020,"2020-22"
"Djokovic N.","Schwartzman D.","Hard",2020,"2020-22"
"Thiem D.","Monfils G.","Hard",2020,"2020-22"
"Wawrinka S.","Medvedev D.","Hard",2020,"2020-22"
"Zverev A.","Rublev A.","Hard",2020,"2020-22"
"Djokovic N.","Raonic M.","Hard",2020,"2020-22"
"Zverev A.","Wawrinka S.","Hard",2020,"2020-22"
"Thiem D.","Nadal R.","Hard",2020,"2020-22"
"Djokovic N.","Federer R.","Hard",2020,"2020-22"
"Thiem D.","Zverev A.","Hard",2020,"2020-22"
"Djokovic N.","Thiem D.","Hard",2020,"2020-22"
"Schwartzman D.","Ramos-Vinolas A.","Clay",2020,"2020-22"
"Gasquet R.","Simon G.","Hard",2020,"2020-22"
"Goffin D.","Bublik A.","Hard",2020,"2020-22"
"Gasquet R.","Lopez F.","Hard",2020,"2020-22"
"Monfils G.","Mannarino A.","Hard",2020,"2020-22"
"Ruud C.","Lajovic D.","Clay",2020,"2020-22"
"Kecmanovic M.","Paul T.","Hard",2020,"2020-22"
"Carreno Busta P.","Mannarino A.","Hard",2020,"2020-22"
"Dimitrov G.","Shapovalov D.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Struff J.L.","Hard",2020,"2020-22"
"Khachanov K.","Fognini F.","Hard",2020,"2020-22"
"Tsitsipas S.","Hurkacz H.","Hard",2020,"2020-22"
"Monfils G.","Sousa J.","Hard",2020,"2020-22"
"Carreno Busta P.","Bautista Agut R.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Dimitrov G.","Hard",2020,"2020-22"
"Sinner J.","Goffin D.","Hard",2020,"2020-22"
"Rublev A.","Bublik A.","Hard",2020,"2020-22"
"Monfils G.","Simon G.","Hard",2020,"2020-22"
"Carreno Busta P.","Sinner J.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Carreno Busta P.","Hard",2020,"2020-22"
"Monfils G.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Norrie C.","Fritz T.","Hard",2020,"2020-22"
"Tiafoe F.","Paul T.","Hard",2020,"2020-22"
"Raonic M.","Johnson S.","Hard",2020,"2020-22"
"Bublik A.","Paire B.","Hard",2020,"2020-22"
"Shapovalov D.","Cilic M.","Hard",2020,"2020-22"
"Medvedev D.","Sinner J.","Hard",2020,"2020-22"
"Bublik A.","Shapovalov D.","Hard",2020,"2020-22"
"Simon G.","Medvedev D.","Hard",2020,"2020-22"
"Tsitsipas S.","Bublik A.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Simon G.","Hard",2020,"2020-22"
"Tsitsipas S.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Alcaraz C.","Ramos-Vinolas A.","Clay",2020,"2020-22"
"Sonego L.","Lajovic D.","Clay",2020,"2020-22"
"Coric B.","Sonego L.","Clay",2020,"2020-22"
"Mannarino A.","Norrie C.","Hard",2020,"2020-22"
"Kecmanovic M.","De Minaur A.","Hard",2020,"2020-22"
"Wawrinka S.","Tiafoe F.","Hard",2020,"2020-22"
"Lajovic D.","Johnson S.","Hard",2020,"2020-22"
"Paul T.","Zverev A.","Hard",2020,"2020-22"
"Dimitrov G.","Mannarino A.","Hard",2020,"2020-22"
"Nadal R.","Kecmanovic M.","Hard",2020,"2020-22"
"Isner J.","Paul T.","Hard",2020,"2020-22"
"Dimitrov G.","Wawrinka S.","Hard",2020,"2020-22"
"Fritz T.","Isner J.","Hard",2020,"2020-22"
"Nadal R.","Dimitrov G.","Hard",2020,"2020-22"
"Nadal R.","Fritz T.","Hard",2020,"2020-22"
"Paire B.","Cilic M.","Hard",2020,"2020-22"
"Bublik A.","Hurkacz H.","Hard",2020,"2020-22"
"Tsitsipas S.","Carreno Busta P.","Hard",2020,"2020-22"
"Struff J.L.","Bautista Agut R.","Hard",2020,"2020-22"
"Tsitsipas S.","Bublik A.","Hard",2020,"2020-22"
"Gasquet R.","Paire B.","Hard",2020,"2020-22"
"Tsitsipas S.","Struff J.L.","Hard",2020,"2020-22"
"Djokovic N.","Khachanov K.","Hard",2020,"2020-22"
"Monfils G.","Gasquet R.","Hard",2020,"2020-22"
"Djokovic N.","Monfils G.","Hard",2020,"2020-22"
"Djokovic N.","Tsitsipas S.","Hard",2020,"2020-22"
"Ruud C.","Ramos-Vinolas A.","Clay",2020,"2020-22"
"Carreno Busta P.","Lajovic D.","Hard",2020,"2020-22"
"Struff J.L.","De Minaur A.","Hard",2020,"2020-22"
"Murray A.","Tiafoe F.","Hard",2020,"2020-22"
"Shapovalov D.","Cilic M.","Hard",2020,"2020-22"
"Khachanov K.","Bublik A.","Hard",2020,"2020-22"
"Schwartzman D.","Ruud C.","Hard",2020,"2020-22"
"Isner J.","Hurkacz H.","Hard",2020,"2020-22"
"Tsitsipas S.","Anderson K.","Hard",2020,"2020-22"
"Goffin D.","Coric B.","Hard",2020,"2020-22"
"Khachanov K.","Carreno Busta P.","Hard",2020,"2020-22"
"Struff J.L.","Shapovalov D.","Hard",2020,"2020-22"
"Bautista Agut R.","Gasquet R.","Hard",2020,"2020-22"
"Murray A.","Zverev A.","Hard",2020,"2020-22"
"Struff J.L.","Goffin D.","Hard",2020,"2020-22"
"Bautista Agut R.","Khachanov K.","Hard",2020,"2020-22"
"Raonic M.","Murray A.","Hard",2020,"2020-22"
"Tsitsipas S.","Isner J.","Hard",2020,"2020-22"
"Bautista Agut R.","Medvedev D.","Hard",2020,"2020-22"
"Djokovic N.","Struff J.L.","Hard",2020,"2020-22"
"Raonic M.","Tsitsipas S.","Hard",2020,"2020-22"
"Djokovic N.","Bautista Agut R.","Hard",2020,"2020-22"
"Djokovic N.","Raonic M.","Hard",2020,"2020-22"
"Hurkacz H.","Sousa J.","Clay",2020,"2020-22"
"Kecmanovic M.","Nishikori K.","Clay",2020,"2020-22"
"Norrie C.","Schwartzman D.","Hard",2020,"2020-22"
"Mannarino A.","Sonego L.","Hard",2020,"2020-22"
"Zverev A.","Anderson K.","Hard",2020,"2020-22"
"Tsitsipas S.","Ramos-Vinolas A.","Hard",2020,"2020-22"
"Johnson S.","Isner J.","Hard",2020,"2020-22"
"Khachanov K.","Sinner J.","Hard",2020,"2020-22"
"Rublev A.","Chardy J.","Hard",2020,"2020-22"
"Dimitrov G.","Paul T.","Hard",2020,"2020-22"
"Fritz T.","Simon G.","Hard",2020,"2020-22"
"Bautista Agut R.","Kecmanovic M.","Hard",2020,"2020-22"
"De Minaur A.","Gasquet R.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Murray A.","Hard",2020,"2020-22"
"Shapovalov D.","Fritz T.","Hard",2020,"2020-22"
"Zverev A.","Mannarino A.","Hard",2020,"2020-22"
"Djokovic N.","Struff J.L.","Hard",2020,"2020-22"
"Coric B.","Tsitsipas S.","Hard",2020,"2020-22"
"De Minaur A.","Khachanov K.","Hard",2020,"2020-22"
"Thiem D.","Cilic M.","Hard",2020,"2020-22"
"Shapovalov D.","Goffin D.","Hard",2020,"2020-22"
"Thiem D.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Medvedev D.","Tiafoe F.","Hard",2020,"2020-22"
"Zverev A.","Coric B.","Hard",2020,"2020-22"
"Carreno Busta P.","Shapovalov D.","Hard",2020,"2020-22"
"Medvedev D.","Rublev A.","Hard",2020,"2020-22"
"Thiem D.","De Minaur A.","Hard",2020,"2020-22"
"Zverev A.","Carreno Busta P.","Hard",2020,"2020-22"
"Thiem D.","Medvedev D.","Hard",2020,"2020-22"
"Thiem D.","Zverev A.","Hard",2020,"2020-22"
"Ruud C.","Khachanov K.","Clay",2020,"2020-22"
"Cilic M.","Bublik A.","Clay",2020,"2020-22"
"Nishikori K.","Ramos-Vinolas A.","Clay",2020,"2020-22"
"Sinner J.","Paire B.","Clay",2020,"2020-22"
"Raonic M.","Mannarino A.","Clay",2020,"2020-22"
"Cilic M.","Goffin D.","Clay",2020,"2020-22"
"Sinner J.","Tsitsipas S.","Clay",2020,"2020-22"
"Nadal R.","Carreno Busta P.","Clay",2020,"2020-22"
"Lajovic D.","Raonic M.","Clay",2020,"2020-22"
"Hurkacz H.","Rublev A.","Clay",2020,"2020-22"
"Ruud C.","Sonego L.","Clay",2020,"2020-22"
"Dimitrov G.","Sinner J.","Clay",2020,"2020-22"
"Ruud C.","Cilic M.","Clay",2020,"2020-22"
"Schwartzman D.","Hurkacz H.","Clay",2020,"2020-22"
"Nadal R.","Lajovic D.","Clay",2020,"2020-22"
"Shapovalov D.","Dimitrov G.","Clay",2020,"2020-22"
"Schwartzman D.","Nadal R.","Clay",2020,"2020-22"
"Djokovic N.","Ruud C.","Clay",2020,"2020-22"
"Schwartzman D.","Shapovalov D.","Clay",2020,"2020-22"
"Djokovic N.","Schwartzman D.","Clay",2020,"2020-22"
"Paul T.","Anderson K.","Clay",2020,"2020-22"
"Auger-Aliassime F.","Sonego L.","Clay",2020,"2020-22"
"Bublik A.","Ramos-Vinolas A.","Clay",2020,"2020-22"
"Khachanov K.","Struff J.L.","Clay",2020,"2020-22"
"Lajovic D.","Mannarino A.","Clay",2020,"2020-22"
"Rublev A.","Paul T.","Clay",2020,"2020-22"
"Bublik A.","Auger-Aliassime F.","Clay",2020,"2020-22"
"Lajovic D.","Khachanov K.","Clay",2020,"2020-22"
"Ruud C.","Fognini F.","Clay",2020,"2020-22"
"Rublev A.","Bautista Agut R.","Clay",2020,"2020-22"
"Tsitsipas S.","Lajovic D.","Clay",2020,"2020-22"
"Rublev A.","Ruud C.","Clay",2020,"2020-22"
"Rublev A.","Tsitsipas S.","Clay",2020,"2020-22"
"Sinner J.","Goffin D.","Clay",2020,"2020-22"
"Wawrinka S.","Murray A.","Clay",2020,"2020-22"
"Schwartzman D.","Kecmanovic M.","Clay",2020,"2020-22"
"Thiem D.","Cilic M.","Clay",2020,"2020-22"
"Struff J.L.","Tiafoe F.","Clay",2020,"2020-22"
"Bublik A.","Monfils G.","Clay",2020,"2020-22"
"Ramos-Vinolas A.","Mannarino A.","Clay",2020,"2020-22"
"Shapovalov D.","Simon G.","Clay",2020,"2020-22"
"Bautista Agut R.","Gasquet R.","Clay",2020,"2020-22"
"Sonego L.","Bublik A.","Clay",2020,"2020-22"
"Ruud C.","Paul T.","Clay",2020,"2020-22"
"Anderson K.","Lajovic D.","Clay",2020,"2020-22"
"Thiem D.","Ruud C.","Clay",2020,"2020-22"
"Sonego L.","Fritz T.","Clay",2020,"2020-22"
"Rublev A.","Anderson K.","Clay",2020,"2020-22"
"Carreno Busta P.","Bautista Agut R.","Clay",2020,"2020-22"
"Sinner J.","Zverev A.","Clay",2020,"2020-22"
"Schwartzman D.","Sonego L.","Clay",2020,"2020-22"
"Tsitsipas S.","Dimitrov G.","Clay",2020,"2020-22"
"Djokovic N.","Khachanov K.","Clay",2020,"2020-22"
"Schwartzman D.","Thiem D.","Clay",2020,"2020-22"
"Nadal R.","Sinner J.","Clay",2020,"2020-22"
"Tsitsipas S.","Rublev A.","Clay",2020,"2020-22"
"Djokovic N.","Carreno Busta P.","Clay",2020,"2020-22"
"Nadal R.","Schwartzman D.","Clay",2020,"2020-22"
"Djokovic N.","Tsitsipas S.","Clay",2020,"2020-22"
"Nadal R.","Djokovic N.","Clay",2020,"2020-22"
"Verdasco F.","Murray A.","Hard",2020,"2020-22"
"Zverev A.","Verdasco F.","Hard",2020,"2020-22"
"Bautista Agut R.","Simon G.","Hard",2020,"2020-22"
"Bautista Agut R.","Hurkacz H.","Hard",2020,"2020-22"
"Auger-Aliassime F.","Bautista Agut R.","Hard",2020,"2020-22"
"Zverev A.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Norrie C.","Fritz T.","Hard",2020,"2020-22"
"Coric B.","Lopez F.","Hard",2020,"2020-22"
"Medvedev D.","Gasquet R.","Hard",2020,"2020-22"
"Norrie C.","Kecmanovic M.","Hard",2020,"2020-22"
"Raonic M.","Bublik A.","Hard",2020,"2020-22"
"Rublev A.","Norrie C.","Hard",2020,"2020-22"
"Shapovalov D.","Wawrinka S.","Hard",2020,"2020-22"
"Raonic M.","Khachanov K.","Hard",2020,"2020-22"
"Rublev A.","Shapovalov D.","Hard",2020,"2020-22"
"Coric B.","Raonic M.","Hard",2020,"2020-22"
"Rublev A.","Coric B.","Hard",2020,"2020-22"
"Lopez F.","Paul T.","Hard",2020,"2020-22"
"Tiafoe F.","Lajovic D.","Hard",2020,"2020-22"
"De Minaur A.","Gasquet R.","Hard",2020,"2020-22"
"De Minaur A.","Lopez F.","Hard",2020,"2020-22"
"Raonic M.","Norrie C.","Hard",2020,"2020-22"
"De Minaur A.","Dimitrov G.","Hard",2020,"2020-22"
"Johnson S.","Cilic M.","Hard",2020,"2020-22"
"Mannarino A.","Kecmanovic M.","Hard",2020,"2020-22"
"Simon G.","Shapovalov D.","Hard",2020,"2020-22"
"Sinner J.","Simon G.","Hard",2020,"2020-22"
"Zverev A.","Mannarino A.","Hard",2020,"2020-22"
"Zverev A.","Sinner J.","Hard",2020,"2020-22"
"Schwartzman D.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Zverev A.","Schwartzman D.","Hard",2020,"2020-22"
"Tiafoe F.","Kecmanovic M.","Hard",2020,"2020-22"
"Coric B.","Fritz T.","Hard",2020,"2020-22"
"Dimitrov G.","Khachanov K.","Hard",2020,"2020-22"
"Sonego L.","Lajovic D.","Hard",2020,"2020-22"
"Sinner J.","Ruud C.","Hard",2020,"2020-22"
"Tsitsipas S.","Struff J.L.","Hard",2020,"2020-22"
"Djokovic N.","Coric B.","Hard",2020,"2020-22"
"Anderson K.","Carreno Busta P.","Hard",2020,"2020-22"
"Sonego L.","Hurkacz H.","Hard",2020,"2020-22"
"Dimitrov G.","Tsitsipas S.","Hard",2020,"2020-22"
"Anderson K.","Medvedev D.","Hard",2020,"2020-22"
"Rublev A.","Thiem D.","Hard",2020,"2020-22"
"Sonego L.","Djokovic N.","Hard",2020,"2020-22"
"Rublev A.","Sonego L.","Hard",2020,"2020-22"
"Cilic M.","Auger-Aliassime F.","Hard",2020,"2020-22"
"Gasquet R.","Fritz T.","Hard",2020,"2020-22"
"Sonego L.","Bublik A.","Hard",2020,"2020-22"
"Paul T.","Simon G.","Hard",2020,"2020-22"
"Mannarino A.","Lajovic D.","Hard",2020,"2020-22"
"Carreno Busta P.","Struff J.L.","Hard",2020,"2020-22"
"Schwartzman D.","Gasquet R.","Hard",2020,"2020-22"
"De Minaur A.","Sonego L.","Hard",2020,"2020-22"
"Zverev A.","Kecmanovic M.","Hard",2020,"2020-22"
"Nadal R.","Lopez F.","Hard",2020,"2020-22"
"Wawrinka S.","Paul T.","Hard",2020,"2020-22"
"Medvedev D.","De Minaur A.","Hard",2020,"2020-22"
"Zverev A.","Mannarino A.","Hard",2020,"2020-22"
"Wawrinka S.","Rublev A.","Hard",2020,"2020-22"
"Medvedev D.","Schwartzman D.","Hard",2020,"2020-22"
"Nadal R.","Carreno Busta P.","Hard",2020,"2020-22"
"Zverev A.","Wawrinka S.","Hard",2020,"2020-22"
"Medvedev D.","Raonic M.","Hard",2020,"2020-22"
"Zverev A.","Nadal R.","Hard",2020,"2020-22"
"Medvedev D.","Zverev A.","Hard",2020,"2020-22"
"Sinner J.","De Minaur A.","Hard",2020,"2020-22"
"Sinner J.","Mannarino A.","Hard",2020,"2020-22"
"Thiem D.","Tsitsipas S.","Hard",2020,"2020-22"
"Nadal R.","Rublev A.","Hard",2020,"2020-22"
"Djokovic N.","Schwartzman D.","Hard",2020,"2020-22"
"Medvedev D.","Zverev A.","Hard",2020,"2020-22"
"Thiem D.","Nadal R.","Hard",2020,"2020-22"
"Tsitsipas S.","Rublev A.","Hard",2020,"2020-22"
"Zverev A.","Schwartzman D.","Hard",2020,"2020-22"
"Medvedev D.","Djokovic N.","Hard",2020,"2020-22"
"Rublev A.","Thiem D.","Hard",2020,"2020-22"
"Nadal R.","Tsitsipas S.","Hard",2020,"2020-22"
"Djokovic N.","Zverev A.","Hard",2020,"2020-22"
"Medvedev D.","Schwartzman D.","Hard",2020,"2020-22"
"Thiem D.","Djokovic N.","Hard",2020,"2020-22"
"Medvedev D.","Nadal R.","Hard",2020,"2020-22"
"Medvedev D.","Thiem D.","Hard",2020,"2020-22"
"Chardy J.","Fognini F.","Hard",2021,"2020-22"
"Chardy J.","Struff J.L.","Hard",2021,"2020-22"
"De Minaur A.","Goffin D.","Hard",2021,"2020-22"
"Bublik A.","Chardy J.","Hard",2021,"2020-22"
"Norrie C.","Mannarino A.","Hard",2021,"2020-22"
"Norrie C.","Tiafoe F.","Hard",2021,"2020-22"
"Anderson K.","Lopez F.","Hard",2021,"2020-22"
"Alcaraz C.","Goffin D.","Hard",2021,"2020-22"
"Khachanov K.","Anderson K.","Hard",2021,"2020-22"
"Sinner J.","Kecmanovic M.","Hard",2021,"2020-22"
"Sinner J.","Khachanov K.","Hard",2021,"2020-22"
"Paul T.","Norrie C.","Hard",2021,"2020-22"
"Chardy J.","Cilic M.","Hard",2021,"2020-22"
"Chardy J.","Simon G.","Hard",2021,"2020-22"
"Chardy J.","Fritz T.","Hard",2021,"2020-22"
"Fritz T.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Carreno Busta P.","Nishikori K.","Hard",2021,"2020-22"
"Dimitrov G.","Cilic M.","Hard",2021,"2020-22"
"Djokovic N.","Chardy J.","Hard",2021,"2020-22"
"Shapovalov D.","Sinner J.","Hard",2021,"2020-22"
"Tsitsipas S.","Simon G.","Hard",2021,"2020-22"
"Djokovic N.","Tiafoe F.","Hard",2021,"2020-22"
"Lajovic D.","Bublik A.","Hard",2021,"2020-22"
"Mannarino A.","Kecmanovic M.","Hard",2021,"2020-22"
"Lopez F.","Sonego L.","Hard",2021,"2020-22"
"Ruud C.","Paul T.","Hard",2021,"2020-22"
"Zverev A.","Mannarino A.","Hard",2021,"2020-22"
"Auger-Aliassime F.","Shapovalov D.","Hard",2021,"2020-22"
"Djokovic N.","Fritz T.","Hard",2021,"2020-22"
"Rublev A.","Lopez F.","Hard",2021,"2020-22"
"Fognini F.","De Minaur A.","Hard",2021,"2020-22"
"Nadal R.","Norrie C.","Hard",2021,"2020-22"
"Dimitrov G.","Thiem D.","Hard",2021,"2020-22"
"Zverev A.","Lajovic D.","Hard",2021,"2020-22"
"Djokovic N.","Raonic M.","Hard",2021,"2020-22"
"Nadal R.","Fognini F.","Hard",2021,"2020-22"
"Djokovic N.","Zverev A.","Hard",2021,"2020-22"
"Medvedev D.","Rublev A.","Hard",2021,"2020-22"
"Tsitsipas S.","Nadal R.","Hard",2021,"2020-22"
"Medvedev D.","Tsitsipas S.","Hard",2021,"2020-22"
"Djokovic N.","Medvedev D.","Hard",2021,"2020-22"
"Ramos-Vinolas A.","Schwartzman D.","Clay",2021,"2020-22"
"Goffin D.","Sonego L.","Hard",2021,"2020-22"
"Goffin D.","Bautista Agut R.","Hard",2021,"2020-22"
"Schwartzman D.","Kecmanovic M.","Clay",2021,"2020-22"
"Nishikori K.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Hurkacz H.","Mannarino A.","Hard",2021,"2020-22"
"Khachanov K.","Wawrinka S.","Hard",2021,"2020-22"
"Bublik A.","Zverev A.","Hard",2021,"2020-22"
"Paul T.","Sonego L.","Hard",2021,"2020-22"
"Lajovic D.","Medvedev D.","Hard",2021,"2020-22"
"Goffin D.","Struff J.L.","Hard",2021,"2020-22"
"Nishikori K.","De Minaur A.","Hard",2021,"2020-22"
"Rublev A.","Murray A.","Hard",2021,"2020-22"
"Khachanov K.","Norrie C.","Hard",2021,"2020-22"
