"winner_name","loser_name","surface","year","period"
"Chardy J.","Goffin D.","Hard",2021,"2020-22"
"Paul T.","Bublik A.","Hard",2021,"2020-22"
"Tsitsipas S.","Hurkacz H.","Hard",2021,"2020-22"
"Coric B.","Lajovic D.","Hard",2021,"2020-22"
"Tsitsipas S.","Khachanov K.","Hard",2021,"2020-22"
"Rublev A.","Chardy J.","Hard",2021,"2020-22"
"Coric B.","Nishikori K.","Hard",2021,"2020-22"
"Rublev A.","Tsitsipas S.","Hard",2021,"2020-22"
"Fritz T.","Sonego L.","Hard",2021,"2020-22"
"Bautista Agut R.","Bublik A.","Hard",2021,"2020-22"
"Fritz T.","Goffin D.","Hard",2021,"2020-22"
"Fritz T.","Shapovalov D.","Hard",2021,"2020-22"
"Bautista Agut R.","Thiem D.","Hard",2021,"2020-22"
"Bautista Agut R.","Rublev A.","Hard",2021,"2020-22"
"Medvedev D.","Sinner J.","Hard",2021,"2020-22"
"Zverev A.","Alcaraz C.","Hard",2021,"2020-22"
"Raonic M.","Paul T.","Hard",2021,"2020-22"
"Tsitsipas S.","Paire B.","Hard",2021,"2020-22"
"Kecmanovic M.","Lopez F.","Hard",2021,"2020-22"
"Dimitrov G.","Kecmanovic M.","Hard",2021,"2020-22"
"Norrie C.","Fognini F.","Hard",2021,"2020-22"
"Tsitsipas S.","Isner J.","Hard",2021,"2020-22"
"Tsitsipas S.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Zverev A.","Tsitsipas S.","Hard",2021,"2020-22"
"Chardy J.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Chardy J.","De Minaur A.","Hard",2021,"2020-22"
"Hurkacz H.","Gasquet R.","Hard",2021,"2020-22"
"Shapovalov D.","Struff J.L.","Hard",2021,"2020-22"
"Sinner J.","Bublik A.","Hard",2021,"2020-22"
"Nishikori K.","Goffin D.","Hard",2021,"2020-22"
"Shapovalov D.","Hurkacz H.","Hard",2021,"2020-22"
"Chardy J.","Khachanov K.","Hard",2021,"2020-22"
"Sinner J.","Bautista Agut R.","Hard",2021,"2020-22"
"Rublev A.","Fritz T.","Hard",2021,"2020-22"
"Shapovalov D.","Chardy J.","Hard",2021,"2020-22"
"Norrie C.","Dimitrov G.","Hard",2021,"2020-22"
"Mannarino A.","Kecmanovic M.","Hard",2021,"2020-22"
"Bautista Agut R.","Struff J.L.","Hard",2021,"2020-22"
"Isner J.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Sinner J.","Khachanov K.","Hard",2021,"2020-22"
"Fritz T.","Norrie C.","Hard",2021,"2020-22"
"Tiafoe F.","Lajovic D.","Hard",2021,"2020-22"
"Hurkacz H.","Shapovalov D.","Hard",2021,"2020-22"
"Schwartzman D.","Mannarino A.","Hard",2021,"2020-22"
"Tsitsipas S.","Nishikori K.","Hard",2021,"2020-22"
"Bautista Agut R.","Isner J.","Hard",2021,"2020-22"
"Bublik A.","Fritz T.","Hard",2021,"2020-22"
"Hurkacz H.","Raonic M.","Hard",2021,"2020-22"
"Medvedev D.","Tiafoe F.","Hard",2021,"2020-22"
"Rublev A.","Cilic M.","Hard",2021,"2020-22"
"Tsitsipas S.","Sonego L.","Hard",2021,"2020-22"
"Sinner J.","Bublik A.","Hard",2021,"2020-22"
"Bautista Agut R.","Medvedev D.","Hard",2021,"2020-22"
"Hurkacz H.","Tsitsipas S.","Hard",2021,"2020-22"
"Sinner J.","Bautista Agut R.","Hard",2021,"2020-22"
"Hurkacz H.","Rublev A.","Hard",2021,"2020-22"
"Hurkacz H.","Sinner J.","Hard",2021,"2020-22"
"Struff J.L.","Sousa J.","Hard",2021,"2020-22"
"Sonego L.","Simon G.","Hard",2021,"2020-22"
"Sonego L.","Fritz T.","Hard",2021,"2020-22"
"Alcaraz C.","Lopez F.","Hard",2021,"2020-22"
"Alcaraz C.","Ruud C.","Hard",2021,"2020-22"
"Carreno Busta P.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Goffin D.","Cilic M.","Clay",2021,"2020-22"
"Sinner J.","Ramos-Vinolas A.","Clay",2021,"2020-22"
"Fognini F.","Kecmanovic M.","Clay",2021,"2020-22"
"Chardy J.","Bublik A.","Clay",2021,"2020-22"
"Bautista Agut R.","Fritz T.","Clay",2021,"2020-22"
"Dimitrov G.","Struff J.L.","Clay",2021,"2020-22"
"Dimitrov G.","Chardy J.","Clay",2021,"2020-22"
"Djokovic N.","Sinner J.","Clay",2021,"2020-22"
"Ruud C.","Schwartzman D.","Clay",2021,"2020-22"
"Bautista Agut R.","Paul T.","Clay",2021,"2020-22"
"Carreno Busta P.","Khachanov K.","Clay",2021,"2020-22"
"Zverev A.","Sonego L.","Clay",2021,"2020-22"
"Goffin D.","Zverev A.","Clay",2021,"2020-22"
"Nadal R.","Dimitrov G.","Clay",2021,"2020-22"
"Rublev A.","Bautista Agut R.","Clay",2021,"2020-22"
"Ruud C.","Carreno Busta P.","Clay",2021,"2020-22"
"Ruud C.","Fognini F.","Clay",2021,"2020-22"
"Rublev A.","Nadal R.","Clay",2021,"2020-22"
"Rublev A.","Ruud C.","Clay",2021,"2020-22"
"Tsitsipas S.","Rublev A.","Clay",2021,"2020-22"
"Tiafoe F.","Alcaraz C.","Clay",2021,"2020-22"
"Shapovalov D.","Chardy J.","Clay",2021,"2020-22"
"Norrie C.","Khachanov K.","Clay",2021,"2020-22"
"Ramos-Vinolas A.","Mannarino A.","Clay",2021,"2020-22"
"De Minaur A.","Bublik A.","Clay",2021,"2020-22"
"Schwartzman D.","Tiafoe F.","Clay",2021,"2020-22"
"Rublev A.","Ramos-Vinolas A.","Clay",2021,"2020-22"
"Auger-Aliassime F.","Shapovalov D.","Clay",2021,"2020-22"
"Sinner J.","Bautista Agut R.","Clay",2021,"2020-22"
"Tsitsipas S.","De Minaur A.","Clay",2021,"2020-22"
"Nadal R.","Nishikori K.","Clay",2021,"2020-22"
"Sinner J.","Rublev A.","Clay",2021,"2020-22"
"Tsitsipas S.","Auger-Aliassime F.","Clay",2021,"2020-22"
"Nadal R.","Norrie C.","Clay",2021,"2020-22"
"Carreno Busta P.","Schwartzman D.","Clay",2021,"2020-22"
"Tsitsipas S.","Sinner J.","Clay",2021,"2020-22"
"Nadal R.","Carreno Busta P.","Clay",2021,"2020-22"
"Nadal R.","Tsitsipas S.","Clay",2021,"2020-22"
"Djokovic N.","Kecmanovic M.","Clay",2021,"2020-22"
"Anderson K.","Tiafoe F.","Clay",2021,"2020-22"
"Norrie C.","Sousa J.","Clay",2021,"2020-22"
"Cilic M.","Alcaraz C.","Clay",2021,"2020-22"
"Ramos-Vinolas A.","Verdasco F.","Clay",2021,"2020-22"
"Norrie C.","Cilic M.","Clay",2021,"2020-22"
"Ramos-Vinolas A.","Norrie C.","Clay",2021,"2020-22"
"Shapovalov D.","Lajovic D.","Clay",2021,"2020-22"
"Isner J.","Kecmanovic M.","Clay",2021,"2020-22"
"Alcaraz C.","Mannarino A.","Clay",2021,"2020-22"
"Ruud C.","Auger-Aliassime F.","Clay",2021,"2020-22"
"Nishikori K.","Khachanov K.","Clay",2021,"2020-22"
"Ramos-Vinolas A.","Fritz T.","Clay",2021,"2020-22"
"Rublev A.","Paul T.","Clay",2021,"2020-22"
"Bublik A.","Shapovalov D.","Clay",2021,"2020-22"
"Zverev A.","Nishikori K.","Clay",2021,"2020-22"
"Nadal R.","Alcaraz C.","Clay",2021,"2020-22"
"Isner J.","Bautista Agut R.","Clay",2021,"2020-22"
"Tsitsipas S.","Paire B.","Clay",2021,"2020-22"
"Thiem D.","De Minaur A.","Clay",2021,"2020-22"
"Isner J.","Rublev A.","Clay",2021,"2020-22"
"Ruud C.","Tsitsipas S.","Clay",2021,"2020-22"
"Thiem D.","Isner J.","Clay",2021,"2020-22"
"Zverev A.","Nadal R.","Clay",2021,"2020-22"
"Ruud C.","Bublik A.","Clay",2021,"2020-22"
"Zverev A.","Thiem D.","Clay",2021,"2020-22"
"Nishikori K.","Fognini F.","Clay",2021,"2020-22"
"Cilic M.","Bublik A.","Clay",2021,"2020-22"
"Bautista Agut R.","Paul T.","Clay",2021,"2020-22"
"Sonego L.","Monfils G.","Clay",2021,"2020-22"
"Djokovic N.","Fritz T.","Clay",2021,"2020-22"
"Auger-Aliassime F.","Schwartzman D.","Clay",2021,"2020-22"
"Rublev A.","Struff J.L.","Clay",2021,"2020-22"
"Tsitsipas S.","Cilic M.","Clay",2021,"2020-22"
"Nadal R.","Sinner J.","Clay",2021,"2020-22"
"Nadal R.","Shapovalov D.","Clay",2021,"2020-22"
"Zverev A.","Nishikori K.","Clay",2021,"2020-22"
"Sonego L.","Thiem D.","Clay",2021,"2020-22"
"Rublev A.","Bautista Agut R.","Clay",2021,"2020-22"
"Nadal R.","Zverev A.","Clay",2021,"2020-22"
"Djokovic N.","Tsitsipas S.","Clay",2021,"2020-22"
"Sonego L.","Rublev A.","Clay",2021,"2020-22"
"Djokovic N.","Sonego L.","Clay",2021,"2020-22"
"Nadal R.","Djokovic N.","Clay",2021,"2020-22"
"Ruud C.","Shapovalov D.","Clay",2021,"2020-22"
"Gasquet R.","Schwartzman D.","Clay",2021,"2020-22"
"Tsitsipas S.","Paul T.","Clay",2021,"2020-22"
"Norrie C.","Thiem D.","Clay",2021,"2020-22"
"Khachanov K.","Gasquet R.","Clay",2021,"2020-22"
"Norrie C.","Khachanov K.","Clay",2021,"2020-22"
"Tsitsipas S.","Norrie C.","Clay",2021,"2020-22"
"Verdasco F.","Mannarino A.","Clay",2021,"2020-22"
"Lajovic D.","Chardy J.","Clay",2021,"2020-22"
"Paul T.","Struff J.L.","Clay",2021,"2020-22"
"Tsitsipas S.","Chardy J.","Clay",2021,"2020-22"
"Johnson S.","Tiafoe F.","Clay",2021,"2020-22"
"Ruud C.","Paire B.","Clay",2021,"2020-22"
"Medvedev D.","Bublik A.","Clay",2021,"2020-22"
"Fritz T.","Sousa J.","Clay",2021,"2020-22"
"Struff J.L.","Rublev A.","Clay",2021,"2020-22"
"Monfils G.","Ramos-Vinolas A.","Clay",2021,"2020-22"
"Nishikori K.","Khachanov K.","Clay",2021,"2020-22"
"Medvedev D.","Paul T.","Clay",2021,"2020-22"
"Federer R.","Cilic M.","Clay",2021,"2020-22"
"Nadal R.","Gasquet R.","Clay",2021,"2020-22"
"Carreno Busta P.","Johnson S.","Clay",2021,"2020-22"
"Tsitsipas S.","Isner J.","Clay",2021,"2020-22"
"Struff J.L.","Alcaraz C.","Clay",2021,"2020-22"
"Nadal R.","Norrie C.","Clay",2021,"2020-22"
"Tsitsipas S.","Carreno Busta P.","Clay",2021,"2020-22"
"Zverev A.","Nishikori K.","Clay",2021,"2020-22"
"Schwartzman D.","Struff J.L.","Clay",2021,"2020-22"
"Nadal R.","Sinner J.","Clay",2021,"2020-22"
"Tsitsipas S.","Medvedev D.","Clay",2021,"2020-22"
"Nadal R.","Schwartzman D.","Clay",2021,"2020-22"
"Tsitsipas S.","Zverev A.","Clay",2021,"2020-22"
"Djokovic N.","Nadal R.","Clay",2021,"2020-22"
"Djokovic N.","Tsitsipas S.","Clay",2021,"2020-22"
"Shapovalov D.","Lopez F.","Grass",2021,"2020-22"
"Cilic M.","Shapovalov D.","Grass",2021,"2020-22"
"Cilic M.","Auger-Aliassime F.","Grass",2021,"2020-22"
"Struff J.L.","Medvedev D.","Grass",2021,"2020-22"
"Rublev A.","Khachanov K.","Grass",2021,"2020-22"
"Auger-Aliassime F.","Hurkacz H.","Grass",2021,"2020-22"
"Auger-Aliassime F.","Federer R.","Grass",2021,"2020-22"
"Norrie C.","Ramos-Vinolas A.","Grass",2021,"2020-22"
"Bublik A.","Chardy J.","Grass",2021,"2020-22"
"Murray A.","Paire B.","Grass",2021,"2020-22"
"Cilic M.","Fognini F.","Grass",2021,"2020-22"
"Shapovalov D.","Lopez F.","Grass",2021,"2020-22"
"De Minaur A.","Cilic M.","Grass",2021,"2020-22"
"Shapovalov D.","Tiafoe F.","Grass",2021,"2020-22"
"Norrie C.","Shapovalov D.","Grass",2021,"2020-22"
"Sonego L.","Bublik A.","Grass",2021,"2020-22"
"De Minaur A.","Sonego L.","Grass",2021,"2020-22"
"Mannarino A.","Struff J.L.","Grass",2021,"2020-22"
"Ruud C.","Simon G.","Grass",2021,"2020-22"
"Lopez F.","Khachanov K.","Grass",2021,"2020-22"
"Medvedev D.","Ruud C.","Grass",2021,"2020-22"
"Mannarino A.","Lopez F.","Grass",2021,"2020-22"
"Medvedev D.","Carreno Busta P.","Grass",2021,"2020-22"
"Tiafoe F.","Tsitsipas S.","Grass",2021,"2020-22"
"Fognini F.","Ramos-Vinolas A.","Grass",2021,"2020-22"
"Schwartzman D.","Paire B.","Grass",2021,"2020-22"
"Medvedev D.","Struff J.L.","Grass",2021,"2020-22"
"Lajovic D.","Simon G.","Grass",2021,"2020-22"
"Dimitrov G.","Verdasco F.","Grass",2021,"2020-22"
"Djokovic N.","Anderson K.","Grass",2021,"2020-22"
"Bautista Agut R.","Kecmanovic M.","Grass",2021,"2020-22"
"Fritz T.","Johnson S.","Grass",2021,"2020-22"
"Bublik A.","Dimitrov G.","Grass",2021,"2020-22"
"Medvedev D.","Alcaraz C.","Grass",2021,"2020-22"
"Federer R.","Gasquet R.","Grass",2021,"2020-22"
"Rublev A.","Fognini F.","Grass",2021,"2020-22"
"Khachanov K.","Tiafoe F.","Grass",2021,"2020-22"
"Shapovalov D.","Murray A.","Grass",2021,"2020-22"
"Hurkacz H.","Bublik A.","Grass",2021,"2020-22"
"Zverev A.","Fritz T.","Grass",2021,"2020-22"
"Federer R.","Norrie C.","Grass",2021,"2020-22"
"Medvedev D.","Cilic M.","Grass",2021,"2020-22"
"Shapovalov D.","Bautista Agut R.","Grass",2021,"2020-22"
"Auger-Aliassime F.","Zverev A.","Grass",2021,"2020-22"
"Federer R.","Sonego L.","Grass",2021,"2020-22"
"Hurkacz H.","Medvedev D.","Grass",2021,"2020-22"
"Shapovalov D.","Khachanov K.","Grass",2021,"2020-22"
"Hurkacz H.","Federer R.","Grass",2021,"2020-22"
"Djokovic N.","Shapovalov D.","Grass",2021,"2020-22"
"Carreno Busta P.","Lajovic D.","Clay",2021,"2020-22"
"Anderson K.","Bublik A.","Grass",2021,"2020-22"
"Ruud C.","Paire B.","Clay",2021,"2020-22"
"Fritz T.","Johnson S.","Hard",2021,"2020-22"
"Norrie C.","Fritz T.","Hard",2021,"2020-22"
"Alcaraz C.","Ramos-Vinolas A.","Clay",2021,"2020-22"
"Alcaraz C.","Gasquet R.","Clay",2021,"2020-22"
"Fritz T.","Johnson S.","Hard",2021,"2020-22"
"Isner J.","Fritz T.","Hard",2021,"2020-22"
"Johnson S.","De Minaur A.","Hard",2021,"2020-22"
"Nishikori K.","Bublik A.","Hard",2021,"2020-22"
"Nishikori K.","Norrie C.","Hard",2021,"2020-22"
"Sinner J.","Johnson S.","Hard",2021,"2020-22"
"Cilic M.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Fognini F.","Struff J.L.","Hard",2021,"2020-22"
"Nishikori K.","Kecmanovic M.","Hard",2021,"2020-22"
"Khachanov K.","Norrie C.","Hard",2021,"2020-22"
"Medvedev D.","Bublik A.","Hard",2021,"2020-22"
"Ruud C.","Cilic M.","Hard",2021,"2020-22"
"Lajovic D.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Rublev A.","Fognini F.","Hard",2021,"2020-22"
"Schwartzman D.","Paire B.","Hard",2021,"2020-22"
"Bautista Agut R.","Paul T.","Hard",2021,"2020-22"
"Tiafoe F.","Shapovalov D.","Hard",2021,"2020-22"
"Tsitsipas S.","Khachanov K.","Hard",2021,"2020-22"
"Ruud C.","Lajovic D.","Hard",2021,"2020-22"
"Isner J.","Rublev A.","Hard",2021,"2020-22"
"Bautista Agut R.","Schwartzman D.","Hard",2021,"2020-22"
"Monfils G.","Tiafoe F.","Hard",2021,"2020-22"
"Tsitsipas S.","Ruud C.","Hard",2021,"2020-22"
"Medvedev D.","Hurkacz H.","Hard",2021,"2020-22"
"Isner J.","Monfils G.","Hard",2021,"2020-22"
"Medvedev D.","Isner J.","Hard",2021,"2020-22"
"Paire B.","Kecmanovic M.","Hard",2021,"2020-22"
"Ramos-Vinolas A.","Fritz T.","Hard",2021,"2020-22"
"Murray A.","Gasquet R.","Hard",2021,"2020-22"
"Khachanov K.","Anderson K.","Hard",2021,"2020-22"
"Dimitrov G.","Bautista Agut R.","Hard",2021,"2020-22"
"Isner J.","Norrie C.","Hard",2021,"2020-22"
"Sonego L.","Alcaraz C.","Hard",2021,"2020-22"
"Monfils G.","Lajovic D.","Hard",2021,"2020-22"
"Paire B.","Shapovalov D.","Hard",2021,"2020-22"
"Dimitrov G.","Bublik A.","Hard",2021,"2020-22"
"Auger-Aliassime F.","Khachanov K.","Hard",2021,"2020-22"
"Hurkacz H.","Murray A.","Hard",2021,"2020-22"
"Rublev A.","Cilic M.","Hard",2021,"2020-22"
"Isner J.","Sinner J.","Hard",2021,"2020-22"
"Sonego L.","Paul T.","Hard",2021,"2020-22"
"Monfils G.","De Minaur A.","Hard",2021,"2020-22"
"Schwartzman D.","Tiafoe F.","Hard",2021,"2020-22"
"Medvedev D.","Dimitrov G.","Hard",2021,"2020-22"
"Paire B.","Isner J.","Hard",2021,"2020-22"
"Rublev A.","Monfils G.","Hard",2021,"2020-22"
"Carreno Busta P.","Hurkacz H.","Hard",2021,"2020-22"
"Ruud C.","Schwartzman D.","Hard",2021,"2020-22"
"Tsitsipas S.","Sonego L.","Hard",2021,"2020-22"
"Rublev A.","Paire B.","Hard",2021,"2020-22"
"Medvedev D.","Carreno Busta P.","Hard",2021,"2020-22"
"Tsitsipas S.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Zverev A.","Ruud C.","Hard",2021,"2020-22"
"Rublev A.","Medvedev D.","Hard",2021,"2020-22"
"Zverev A.","Tsitsipas S.","Hard",2021,"2020-22"
"Zverev A.","Rublev A.","Hard",2021,"2020-22"
"Paire B.","Simon G.","Hard",2021,"2020-22"
"Tiafoe F.","Murray A.","Hard",2021,"2020-22"
"Lajovic D.","Paire B.","Hard",2021,"2020-22"
"Tsitsipas S.","Murray A.","Hard",2021,"2020-22"
"Alcaraz C.","Norrie C.","Hard",2021,"2020-22"
"Medvedev D.","Gasquet R.","Hard",2021,"2020-22"
"Fritz T.","De Minaur A.","Hard",2021,"2020-22"
"Schwartzman D.","Anderson K.","Hard",2021,"2020-22"
"Tsitsipas S.","Mannarino A.","Hard",2021,"2020-22"
"Zverev A.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Monfils G.","Johnson S.","Hard",2021,"2020-22"
"Alcaraz C.","Tsitsipas S.","Hard",2021,"2020-22"
"Auger-Aliassime F.","Bautista Agut R.","Hard",2021,"2020-22"
"Tiafoe F.","Rublev A.","Hard",2021,"2020-22"
"Djokovic N.","Nishikori K.","Hard",2021,"2020-22"
"Sinner J.","Monfils G.","Hard",2021,"2020-22"
"Auger-Aliassime F.","Tiafoe F.","Hard",2021,"2020-22"
"Zverev A.","Sinner J.","Hard",2021,"2020-22"
"Medvedev D.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Djokovic N.","Zverev A.","Hard",2021,"2020-22"
"Medvedev D.","Djokovic N.","Hard",2021,"2020-22"
"Hurkacz H.","Murray A.","Hard",2021,"2020-22"
"Carreno Busta P.","Monfils G.","Hard",2021,"2020-22"
"Hurkacz H.","Carreno Busta P.","Hard",2021,"2020-22"
"Kecmanovic M.","Verdasco F.","Hard",2021,"2020-22"
"Bublik A.","Kecmanovic M.","Hard",2021,"2020-22"
"Shapovalov D.","Fritz T.","Hard",2021,"2020-22"
"Ruud C.","Murray A.","Hard",2021,"2020-22"
"Norrie C.","Shapovalov D.","Hard",2021,"2020-22"
"Rublev A.","Schwartzman D.","Hard",2021,"2020-22"
"Ruud C.","Sonego L.","Hard",2021,"2020-22"
"Norrie C.","Rublev A.","Hard",2021,"2020-22"
"Ruud C.","Dimitrov G.","Hard",2021,"2020-22"
"Ruud C.","Norrie C.","Hard",2021,"2020-22"
"Sinner J.","Monfils G.","Hard",2021,"2020-22"
"Paul T.","Lopez F.","Hard",2021,"2020-22"
"Nishikori K.","Sousa J.","Hard",2021,"2020-22"
"Tiafoe F.","Paire B.","Hard",2021,"2020-22"
"Murray A.","Mannarino A.","Hard",2021,"2020-22"
"Paul T.","Lajovic D.","Hard",2021,"2020-22"
"Anderson K.","Sonego L.","Hard",2021,"2020-22"
"Fognini F.","Struff J.L.","Hard",2021,"2020-22"
"Murray A.","Alcaraz C.","Hard",2021,"2020-22"
"Ramos-Vinolas A.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Hurkacz H.","Tiafoe F.","Hard",2021,"2020-22"
"Paul T.","Rublev A.","Hard",2021,"2020-22"
"Norrie C.","Bautista Agut R.","Hard",2021,"2020-22"
"Khachanov K.","Carreno Busta P.","Hard",2021,"2020-22"
"Zverev A.","Murray A.","Hard",2021,"2020-22"
"Monfils G.","Anderson K.","Hard",2021,"2020-22"
"Tsitsipas S.","Fognini F.","Hard",2021,"2020-22"
"Schwartzman D.","Ruud C.","Hard",2021,"2020-22"
"Norrie C.","Paul T.","Hard",2021,"2020-22"
"Dimitrov G.","Medvedev D.","Hard",2021,"2020-22"
"Fritz T.","Sinner J.","Hard",2021,"2020-22"
"Tsitsipas S.","De Minaur A.","Hard",2021,"2020-22"
"Zverev A.","Monfils G.","Hard",2021,"2020-22"
"Norrie C.","Schwartzman D.","Hard",2021,"2020-22"
"Dimitrov G.","Hurkacz H.","Hard",2021,"2020-22"
"Fritz T.","Zverev A.","Hard",2021,"2020-22"
"Norrie C.","Dimitrov G.","Hard",2021,"2020-22"
"Lajovic D.","Gasquet R.","Hard",2021,"2020-22"
"Murray A.","Tiafoe F.","Hard",2021,"2020-22"
"Struff J.L.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Schwartzman D.","Murray A.","Hard",2021,"2020-22"
"Sinner J.","Schwartzman D.","Hard",2021,"2020-22"
"Cilic M.","Paul T.","Hard",2021,"2020-22"
"Mannarino A.","Rublev A.","Hard",2021,"2020-22"
"Cilic M.","Ramos-Vinolas A.","Hard",2021,"2020-22"
"Khachanov K.","Mannarino A.","Hard",2021,"2020-22"
"Struff J.L.","Bublik A.","Hard",2021,"2020-22"
"Fritz T.","Paul T.","Hard",2021,"2020-22"
"Cilic M.","Khachanov K.","Hard",2021,"2020-22"
"Struff J.L.","Shapovalov D.","Hard",2021,"2020-22"
"Cilic M.","Bautista Agut R.","Hard",2021,"2020-22"
"Fritz T.","Struff J.L.","Hard",2021,"2020-22"
"Cilic M.","Fritz T.","Hard",2021,"2020-22"
"De Minaur A.","Anderson K.","Hard",2021,"2020-22"
"Murray A.","Hurkacz H.","Hard",2021,"2020-22"
"Tsitsipas S.","Dimitrov G.","Hard",2021,"2020-22"
"Tiafoe F.","Lajovic D.","Hard",2021,"2020-22"
"Schwartzman D.","Fognini F.","Hard",2021,"2020-22"
"Alcaraz C.","Murray A.","Hard",2021,"2020-22"
"Auger-Aliassime F.","Norrie C.","Hard",2021,"2020-22"
"Schwartzman D.","Monfils G.","Hard",2021,"2020-22"
"Ruud C.","Sonego L.","Hard",2021,"2020-22"
"Zverev A.","De Minaur A.","Hard",2021,"2020-22"
"Tiafoe F.","Tsitsipas S.","Hard",2021,"2020-22"
"Zverev A.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Tiafoe F.","Schwartzman D.","Hard",2021,"2020-22"
"Sinner J.","Ruud C.","Hard",2021,"2020-22"
"Zverev A.","Alcaraz C.","Hard",2021,"2020-22"
"Tiafoe F.","Sinner J.","Hard",2021,"2020-22"
"Zverev A.","Tiafoe F.","Hard",2021,"2020-22"
"Carreno Busta P.","Paire B.","Hard",2021,"2020-22"
"Paul T.","Struff J.L.","Hard",2021,"2020-22"
"Fritz T.","Sonego L.","Hard",2021,"2020-22"
"Dimitrov G.","Gasquet R.","Hard",2021,"2020-22"
"Monfils G.","Kecmanovic M.","Hard",2021,"2020-22"
"Ruud C.","Bublik A.","Hard",2021,"2020-22"
"Fritz T.","Rublev A.","Hard",2021,"2020-22"
"Hurkacz H.","Paul T.","Hard",2021,"2020-22"
"Dimitrov G.","Khachanov K.","Hard",2021,"2020-22"
"Alcaraz C.","Sinner J.","Hard",2021,"2020-22"
"Monfils G.","Mannarino A.","Hard",2021,"2020-22"
"Zverev A.","Lajovic D.","Hard",2021,"2020-22"
"Fritz T.","Norrie C.","Hard",2021,"2020-22"
"Zverev A.","Dimitrov G.","Hard",2021,"2020-22"
"Djokovic N.","Fritz T.","Hard",2021,"2020-22"
"Zverev A.","Ruud C.","Hard",2021,"2020-22"
"Djokovic N.","Hurkacz H.","Hard",2021,"2020-22"
"Medvedev D.","Zverev A.","Hard",2021,"2020-22"
"Djokovic N.","Medvedev D.","Hard",2021,"2020-22"
"Paul T.","Fritz T.","Hard",2021,"2020-22"
"Murray A.","Sinner J.","Hard",2021,"2020-22"
"Paul T.","Murray A.","Hard",2021,"2020-22"
"Paul T.","Tiafoe F.","Hard",2021,"2020-22"
"Shapovalov D.","Auger-Aliassime F.","Hard",2021,"2020-22"
"Paul T.","Shapovalov D.","Hard",2021,"2020-22"
"Medvedev D.","Hurkacz H.","Hard",2021,"2020-22"
"Djokovic N.","Ruud C.","Hard",2021,"2020-22"
"Rublev A.","Tsitsipas S.","Hard",2021,"2020-22"
"Medvedev D.","Zverev A.","Hard",2021,"2020-22"
"Sinner J.","Hurkacz H.","Hard",2021,"2020-22"
"Djokovic N.","Rublev A.","Hard",2021,"2020-22"
"Ruud C.","Norrie C.","Hard",2021,"2020-22"
"Zverev A.","Hurkacz H.","Hard",2021,"2020-22"
"Medvedev D.","Sinner J.","Hard",2021,"2020-22"
"Ruud C.","Rublev A.","Hard",2021,"2020-22"
"Djokovic N.","Norrie C.","Hard",2021,"2020-22"
"Medvedev D.","Ruud C.","Hard",2021,"2020-22"
"Zverev A.","Djokovic N.","Hard",2021,"2020-22"
"Zverev A.","Medvedev D.","Hard",2021,"2020-22"
"Khachanov K.","Johnson S.","Hard",2022,"2020-22"
"Monfils G.","Paul T.","Hard",2022,"2020-22"
"Khachanov K.","Cilic M.","Hard",2022,"2020-22"
"Monfils G.","Khachanov K.","Hard",2022,"2020-22"
"Paul T.","Tiafoe F.","Hard",2022,"2020-22"
"Cilic M.","Paul T.","Hard",2022,"2020-22"
"Sinner J.","Sousa J.","Hard",2022,"2020-22"
"Kecmanovic M.","Paul T.","Hard",2022,"2020-22"
"Alcaraz C.","Lajovic D.","Hard",2022,"2020-22"
"Mannarino A.","Hurkacz H.","Hard",2022,"2020-22"
"Monfils G.","Bublik A.","Hard",2022,"2020-22"
"Fritz T.","Tiafoe F.","Hard",2022,"2020-22"
"Paire B.","Dimitrov G.","Hard",2022,"2020-22"
"Sinner J.","Johnson S.","Hard",2022,"2020-22"
"Kecmanovic M.","Sonego L.","Hard",2022,"2020-22"
"Nadal R.","Khachanov K.","Hard",2022,"2020-22"
"Fritz T.","Bautista Agut R.","Hard",2022,"2020-22"
"Tsitsipas S.","Paire B.","Hard",2022,"2020-22"
"Cilic M.","Rublev A.","Hard",2022,"2020-22"
"Nadal R.","Mannarino A.","Hard",2022,"2020-22"
"Shapovalov D.","Zverev A.","Hard",2022,"2020-22"
"Monfils G.","Kecmanovic M.","Hard",2022,"2020-22"
"Auger-Aliassime F.","Cilic M.","Hard",2022,"2020-22"
"Sinner J.","De Minaur A.","Hard",2022,"2020-22"
"Tsitsipas S.","Fritz T.","Hard",2022,"2020-22"
"Nadal R.","Shapovalov D.","Hard",2022,"2020-22"
"Tsitsipas S.","Sinner J.","Hard",2022,"2020-22"
"Medvedev D.","Auger-Aliassime F.","Hard",2022,"2020-22"
